best_eval_accuracy = 0.6046901172529313
eval_accuracy = 0.6046901172529313
eval_loss = 0.9667929583054813
global_step = 624
loss = 0.2193882568359375
0	1	2	[-2.002 -1.58  -1.567 -3.465]
479	2	2	[-3.723  -5.36   -0.6514 -5.023 ]
480	1	1	[-5.43  -2.74  -4.9   -5.547]
481	1	2	[-0.6797   0.05606  0.745   -2.137  ]
482	3	3	[-1.436  -2.24   -0.6665 -0.5933]
483	0	0	[-2.822 -5.793 -5.355 -5.46 ]
484	1	1	[-5.676 -4.387 -5.242 -4.51 ]
485	0	0	[-2.607 -4.746 -4.105 -5.11 ]
486	3	3	[-2.3   -2.52  -2.648 -1.561]
487	3	3	[-2.648 -2.3   -2.52  -1.561]
488	0	0	[ 3.084  1.058 -0.633  2.213]
489	2	1	[ 0.391   0.918  -0.9604 -0.613 ]
490	0	0	[ 3.447   1.924   1.011  -0.1166]
491	3	3	[-4.855 -2.637 -4.8   -1.262]
492	3	0	[-3.113 -3.232 -3.613 -3.176]
493	0	0	[-1.282 -5.332 -3.652 -4.082]
494	0	3	[-3.877  -3.182  -2.57   -0.8545]
495	2	0	[-2.03  -2.979 -3.209 -2.426]
496	1	2	[-1.546 -1.968 -1.448 -3.299]
497	1	0	[-1.448 -2.62  -1.546 -3.299]
498	1	0	[ 0.3687  0.3545 -2.652  -2.93  ]
499	2	2	[-5.652 -3.926  0.597 -5.08 ]
500	2	2	[-1.721 -3.324  2.527 -2.873]
501	0	0	[-0.72  -5.04  -3.225 -5.066]
502	0	3	[ 0.861 -2.617 -1.974  1.233]
503	2	2	[-1.205  -0.7026  3.154  -1.09  ]
504	0	0	[ 0.729   -3.28    -2.898   -0.03032]
505	1	2	[-2.898   -0.876   -0.03032 -3.28   ]
506	2	1	[-0.5786  1.136   0.831  -1.613 ]
507	2	2	[-1.613  -0.5786  1.706   1.136 ]
508	2	2	[-2.145 -4.562 -2.03  -4.54 ]
509	1	1	[-3.045 -0.88  -1.091 -2.646]
510	2	3	[3.975 2.885 5.004 5.043]
511	0	0	[ 0.938 -4.074 -5.844 -5.   ]
512	1	1	[-3.074 -0.433 -3.354 -1.627]
513	2	0	[ 0.2478 -0.7617 -1.482  -2.23  ]
514	0	0	[ 2.318   0.5645 -0.8936  0.6875]
515	0	0	[-5.098 -5.6   -5.38  -5.6  ]
516	0	1	[-2.291 -2.068 -4.863 -3.963]
517	1	1	[-4.145 -2.576 -3.482 -2.643]
518	1	1	[-2.707 -1.815 -3.031 -2.44 ]
519	0	0	[ 0.1508 -4.727  -3.729  -5.434 ]
520	2	0	[-0.609 -1.087 -2.633 -0.779]
521	1	1	[ 0.6763  0.7393 -1.782  -0.8125]
522	1	3	[-4.21  -4.316 -4.18  -3.93 ]
523	3	3	[-6.402 -6.086 -6.234 -5.316]
524	1	1	[-3.867 -2.055 -3.383 -3.406]
525	1	3	[-0.5947 -1.287  -0.963   0.4678]
526	0	0	[3.078  1.61   0.639  0.2903]
527	0	0	[-2.252 -2.275 -5.12  -3.037]
528	2	0	[-2.275 -3.037 -4.344 -5.12 ]
529	0	0	[-3.75  -4.496 -4.73  -5.277]
530	1	1	[-0.847   1.799  -1.897   0.6006]
531	0	0	[-1.309 -3.264 -2.514 -1.995]
532	3	0	[-0.8096 -0.8286 -1.654  -1.649 ]
533	0	0	[-0.807 -3.291 -2.605 -1.558]
534	3	3	[-2.27   -0.1166 -2.244   2.877 ]
535	2	2	[-4.258 -5.297 -2.701 -4.71 ]
536	2	1	[-0.594 -0.507 -1.09  -1.917]
537	2	1	[-3.463 -0.497 -1.446 -1.948]
538	1	1	[-5.477 -1.084 -6.04  -6.348]
539	2	0	[-3.15  -3.434 -3.207 -3.56 ]
540	0	0	[ 0.2219 -3.434  -3.56   -3.15  ]
541	2	2	[-4.65  -3.979 -3.088 -3.703]
542	3	3	[-4.65  -3.979 -3.703 -3.373]
543	0	3	[-1.758 -1.812 -2.814  0.989]
544	2	2	[-1.812 -2.814  1.537  0.989]
545	0	0	[ 2.438  -1.092   0.7246  0.5557]
546	2	2	[ 0.7246 -1.092   1.37    0.5557]
547	1	1	[-3.605 -2.37  -5.24  -3.639]
548	2	2	[-3.639 -5.24  -1.953 -3.605]
549	2	2	[-3.252 -1.474  1.713 -2.1  ]
550	3	0	[ 0.2373 -1.87   -3.568  -0.4597]
551	3	3	[-1.825 -3.34  -5.367 -1.56 ]
552	1	2	[-2.379 -2.496 -1.35  -2.08 ]
553	2	2	[-2.244  -3.383   0.2573 -3.69  ]
554	0	0	[-4.24  -4.617 -4.688 -4.777]
555	2	2	[-4.617 -4.688 -3.846 -4.777]
556	2	2	[-3.305  -2.426   0.0837 -0.917 ]
557	3	3	[-1.574 -0.76   1.423  1.678]
558	2	2	[-3.412  -3.42    0.6885 -2.895 ]
559	2	1	[-2.326  -0.1526 -1.904  -3.64  ]
560	1	2	[-2.326  -2.832  -0.1526 -3.64  ]
561	0	2	[-0.2472 -0.6606  1.3125 -0.978 ]
562	1	1	[-1.301   0.499  -0.5757 -0.4243]
563	2	2	[-4.508 -2.098 -1.763 -2.314]
564	3	0	[-1.145 -1.829 -1.493 -1.52 ]
565	1	1	[-0.358   2.037  -0.8994  1.914 ]
566	2	2	[-6.457  -5.664   0.6743 -1.493 ]
567	1	1	[-1.711    1.491   -0.07086 -1.026  ]
568	1	1	[-3.615 -1.354 -4.305 -3.816]
569	1	1	[-2.836  -0.3015 -2.814  -2.445 ]
570	2	2	[2.86  0.893 3.531 2.29 ]
571	2	3	[ 0.02429  0.3528  -0.987    0.4766 ]
572	0	3	[-3.693 -3.38  -2.674 -2.557]
573	2	1	[-5.4   -4.945 -5.17  -5.734]
574	0	0	[-2.818 -3.242 -4.367 -4.55 ]
575	2	1	[-4.367 -3.242 -3.6   -4.55 ]
576	0	1	[-3.271 -2.299 -2.412 -3.588]
577	2	1	[-4.887 -3.99  -5.074 -4.293]
578	0	3	[-2.47  -1.683 -2.42  -1.434]
579	0	2	[-3.316  -2.996  -0.2037 -2.732 ]
580	2	1	[ 0.9956    1.339     0.010635 -1.268   ]
581	1	1	[-3.742  1.921 -2.406 -1.697]
582	2	3	[-0.624   0.3333  1.768   2.703 ]
583	2	0	[ 2.703  -0.624   0.3333 -0.845 ]
584	0	0	[ 0.1398 -5.617  -4.344  -5.32  ]
585	0	0	[-3.008 -4.34  -4.06  -4.664]
586	2	2	[-0.1924  0.6055  1.149  -3.701 ]
587	1	0	[-2.37  -2.547 -3.334 -2.957]
588	0	0	[-3.781e-04 -1.020e+00 -3.586e+00 -3.324e+00]
589	0	0	[-3.35  -5.633 -6.336 -4.617]
590	2	1	[-1.205    0.7363  -0.02338 -1.169  ]
591	1	1	[-4.02  -3.703 -4.348 -4.215]
592	3	3	[-4.016  -2.658  -3.994   0.6323]
593	1	1	[0.546   2.693   0.4646  0.05316]
594	2	2	[-3.281 -4.367  0.512 -3.277]
595	0	0	[ 2.816  -1.7705 -1.596  -2.826 ]
596	2	3	[-3.443 -3.656 -3.326 -2.113]
597	0	0	[ 2.531 -0.758  1.629  0.797]
598	0	1	[-0.758  1.629  0.797 -2.02 ]
599	0	1	[-2.445  1.243 -2.861 -2.615]
600	0	2	[-4.242 -4.26  -4.03  -5.047]
601	1	1	[ 0.958  2.299 -0.697  0.901]
602	1	1	[-1.593   2.955  -0.2225 -1.359 ]
603	2	3	[-3.043 -3.129 -2.799 -2.566]
604	1	2	[-3.834 -3.598 -3.518 -4.55 ]
605	3	3	[-2.83  -4.242 -3.535 -2.77 ]
606	2	2	[-2.234    -1.765     0.009445 -1.533   ]
607	2	0	[ 0.362  -2.842  -0.6313 -1.688 ]
608	3	2	[-6.152 -4.656 -3.715 -4.637]
609	3	3	[-2.268 -3.898 -2.455  0.316]
610	0	0	[-1.878 -5.164 -5.652 -4.996]
611	0	0	[-0.128 -3.424 -3.838 -3.578]
612	0	0	[ 1.61  -1.263 -1.235 -1.788]
613	2	2	[-1.788 -1.263 -0.528 -1.235]
614	2	0	[-5.164 -6.47  -6.62  -6.555]
615	1	2	[-4.83   -4.12   -0.6104 -3.992 ]
616	1	1	[-3.697   0.694   0.6826 -2.91  ]
617	0	2	[ 0.06076  0.4353   2.379   -0.3198 ]
618	3	2	[ 0.4353 -0.3198  2.379   1.894 ]
619	3	3	[-3.273  -4.29   -3.514   0.4336]
620	1	1	[-4.266 -2.44  -3.846 -3.973]
621	2	0	[ 1.674  -0.8467 -0.8066 -0.851 ]
622	3	0	[-3.27  -5.625 -4.758 -3.885]
623	0	1	[-2.018 -1.917 -4.05  -2.756]
624	2	0	[1.443 1.192 1.427 0.67 ]
625	0	0	[-3.975 -4.43  -4.418 -4.824]
626	2	2	[-4.824 -4.418 -3.605 -4.43 ]
627	1	1	[-1.134   0.4773 -1.541  -0.0673]
628	2	3	[-1.134  -1.541  -0.7944 -0.0673]
629	0	3	[-0.2703 -1.053  -0.615   1.963 ]
630	0	1	[ 1.155  1.963 -0.615 -1.053]
631	3	3	[-0.6294 -1.128   0.098   1.726 ]
632	1	1	[-5.605 -1.27  -4.33  -4.066]
633	1	1	[ 1.5625   2.818   -0.05737  1.064  ]
634	0	0	[2.852  2.725  2.008  0.9346]
635	2	1	[2.105 2.188 1.392 0.926]
636	2	2	[-4.086 -3.814 -0.672 -1.88 ]
637	3	0	[-0.6777 -2.697  -2.3    -2.28  ]
638	2	2	[-3.873 -4.508 -2.691 -2.908]
639	3	3	[3.518  3.04   0.3477 3.727 ]
640	2	1	[-2.127  -0.3318 -0.4717 -3.396 ]
641	1	1	[-2.496   0.3848 -1.273  -1.958 ]
642	1	1	[-1.618   3.46   -0.3127  1.467 ]
643	3	3	[-2.725 -2.758 -4.03   1.693]
644	0	1	[-3.787 -3.473 -4.723 -5.613]
645	3	1	[-3.016 -1.518 -3.947 -2.033]
646	2	0	[-1.518 -3.947 -2.    -3.016]
647	3	3	[2.303  0.4014 1.465  4.684 ]
648	1	3	[0.4014 0.9644 1.465  2.303 ]
649	3	1	[-2.467 -1.233 -1.736 -3.293]
650	3	0	[ 0.7495  -1.338    0.12225  0.585  ]
651	2	1	[-3.69  -2.557 -3.576 -3.846]
652	2	2	[-3.69  -2.557 -1.601 -3.846]
653	0	2	[-0.1584   -0.0713   -0.008064 -1.463   ]
654	2	0	[ 1.135 -3.404  1.02  -0.631]
655	0	0	[-4.176 -5.105 -4.586 -4.594]
656	1	0	[-2.586 -2.674 -3.3   -2.752]
657	0	0	[ 2.574  1.144 -1.074  2.21 ]
658	3	2	[-4.125 -2.77  -2.723 -4.   ]
659	2	2	[-3.201 -4.492  1.023 -4.324]
660	3	3	[ 0.10034 -1.693   -0.4536   3.803  ]
661	3	3	[-2.025  -3.6    -4.05   -0.0896]
662	1	1	[ 1.015   1.756   0.9355 -0.3044]
663	3	3	[-2.883 -3.293 -1.209  0.558]
664	2	3	[ 0.506   0.544  -0.1307  0.8564]
665	0	2	[-0.1042 -0.668  -0.092  -1.858 ]
666	0	1	[-5.03  -0.512 -2.277 -3.484]
667	3	3	[-0.7056  3.434   2.465   3.57  ]
668	0	0	[ 1.966  -2.027  -4.273  -0.5303]
669	1	1	[-2.006  0.813 -3.434 -4.043]
670	3	1	[ 1.076  2.78  -1.125  2.748]
671	1	2	[-4.918 -1.877 -1.72  -4.94 ]
672	1	1	[0.3005 2.326  0.4116 0.709 ]
673	1	1	[-3.756 -0.55  -2.889 -4.633]
674	0	0	[-4.688 -5.312 -4.766 -5.023]
675	1	3	[-5.312 -5.54  -5.023 -4.766]
676	1	0	[-0.147 -1.083 -2.516 -2.156]
677	1	1	[-4.234 -1.117 -4.145 -4.23 ]
678	1	1	[-3.883 -1.203 -2.955 -3.   ]
679	0	0	[ 2.482 -2.438 -2.209 -3.031]
680	0	3	[ 0.609 -1.527 -0.874  1.035]
681	3	3	[-1.527  1.035 -0.874  1.098]
682	1	1	[-2.54    0.8047 -0.926   0.1797]
683	1	1	[-5.09  -2.934 -5.53  -5.434]
684	3	1	[-3.57   -0.8926 -3.117  -1.807 ]
685	3	3	[-3.117  -3.57   -0.8926  0.536 ]
686	3	3	[ 0.2053 -2.082  -2.309   0.4397]
687	2	0	[ 0.4326 -4.316  -3.24   -1.023 ]
688	2	2	[-1.205  1.315  2.273 -1.293]
689	2	2	[ 0.7407 -1.73    1.0205  0.622 ]
690	3	3	[-3.09  -4.45  -5.145 -1.06 ]
691	2	2	[-1.841  -1.42    0.8677 -2.838 ]
692	2	2	[-2.799 -4.16  -2.662 -5.188]
693	0	1	[2.27  2.947 2.045 1.575]
694	2	2	[-3.486 -3.434  0.835 -3.7  ]
695	1	1	[-3.111  -0.5127 -3.148  -4.24  ]
696	0	1	[-2.916 -2.568 -4.176 -3.346]
697	2	3	[0.7046 0.802  3.46   3.871 ]
698	3	3	[-5.86  -4.8   -5.156 -4.414]
699	1	1	[-6.605 -4.29  -6.203 -6.53 ]
700	2	3	[-5.61  -6.13  -4.867 -4.406]
701	2	2	[-1.101   -1.562   -0.01242 -0.5874 ]
702	1	1	[-2.566 -1.041 -3.623 -5.06 ]
703	3	0	[-0.609 -2.102 -3.941 -1.627]
704	3	3	[-0.609  -3.941  -2.102   0.4624]
705	0	0	[-0.7617 -3.045  -2.516  -1.43  ]
706	0	2	[-4.9   -5.875 -4.68  -4.938]
707	3	3	[-4.938 -4.68  -5.875 -4.094]
708	2	2	[-0.759   0.4773  2.703  -0.3955]
709	3	2	[-0.67   -1.09   -0.2355 -0.2375]
710	0	2	[-3.998 -3.756 -3.418 -3.986]
711	1	1	[-3.604 -1.064 -3.922 -3.428]
712	3	3	[ 0.612 -1.341 -2.238  1.627]
713	1	2	[-1.341 -2.32   0.612 -2.238]
714	2	2	[5.39  5.168 5.44  4.566]
715	1	1	[-2.09    1.763  -2.232  -1.7295]
716	0	0	[2.793  1.274  0.961  0.7603]
717	0	0	[ 1.871  -2.803  -1.522  -0.9253]
718	2	2	[-5.53  -4.492 -2.523 -5.207]
719	2	0	[ 0.833  -0.5576  0.4512 -0.747 ]
720	2	1	[-0.747   0.833   0.6    -0.3555]
721	2	1	[-1.588   3.2     1.616   0.2844]
722	1	1	[-2.451 -0.902 -1.991 -2.953]
723	0	0	[-0.627 -5.195 -3.057 -4.27 ]
724	1	1	[-4.805   -0.03888 -3.531   -3.598  ]
725	3	3	[-4.18  -2.502 -2.795 -0.41 ]
726	2	2	[-3.326 -2.262  1.086 -4.375]
727	0	0	[-2.78  -3.396 -4.26  -4.05 ]
728	2	3	[1.875 1.982 3.19  4.26 ]
729	0	0	[ 1.999 -1.325 -1.595  1.174]
730	3	2	[-4.395 -4.38  -4.11  -4.324]
731	1	3	[-4.05  -3.56  -3.912 -3.387]
732	1	0	[-0.4797 -0.8164 -1.671  -1.617 ]
733	3	3	[-0.819   0.3606 -0.811   1.338 ]
734	1	1	[-4.66  -4.004 -6.062 -4.805]
735	3	3	[1.459 3.03  2.48  3.037]
736	2	2	[-2.756 -2.625 -1.569 -3.932]
737	0	2	[-2.637 -2.875 -2.139 -2.783]
738	1	1	[-5.574 -5.035 -5.703 -5.332]
739	2	2	[-2.168  -0.4153  1.24   -0.743 ]
740	0	0	[ 1.524 -1.058  1.271  0.68 ]
741	0	1	[ 1.172  1.271 -1.058  0.68 ]
742	2	2	[0.824 1.217 3.436 0.203]
743	2	2	[-2.805 -3.363  1.298 -4.613]
744	2	1	[-0.02405  0.04996 -0.9927  -2.883  ]
745	2	3	[ 1.547   2.053  -0.0959  3.586 ]
746	1	1	[-0.03812  1.259    0.8057   0.1254 ]
747	2	2	[-0.03812  0.8057   1.161    0.1254 ]
748	1	0	[ 0.2576 -0.1686 -0.23   -0.712 ]
749	1	2	[1.916 2.273 2.447 2.053]
750	2	3	[ 1.15    0.5073 -0.2113  1.66  ]
751	1	1	[-4.324   -0.11163 -4.02    -4.496  ]
752	0	3	[-2.04  -2.959 -2.508 -1.949]
753	2	2	[-4.78  -3.072  0.855 -2.592]
754	2	2	[-2.88   -4.324  -0.9985 -3.541 ]
755	1	1	[-2.88  -1.82  -4.324 -3.541]
756	3	3	[-1.173  -0.7505 -2.918   0.4421]
757	0	0	[-2.816 -4.074 -3.707 -3.113]
758	2	1	[3.916 3.984 3.787 1.97 ]
759	1	1	[-5.21  -2.363 -4.445 -2.973]
760	2	0	[-5.06  -5.305 -5.47  -5.64 ]
761	1	1	[-2.596   0.1744 -2.938  -3.11  ]
762	1	1	[-4.8   -1.306 -4.52  -4.297]
763	3	0	[-2.396 -5.035 -4.41  -3.744]
764	2	1	[-4.25    0.1272 -0.182  -0.7524]
765	3	3	[-3.844  -2.479  -4.4    -0.8604]
766	2	2	[-0.9976 -0.449   0.589  -2.691 ]
767	3	3	[-5.223  -5.57   -3.865   0.0987]
768	1	1	[-3.47  -3.375 -3.557 -3.785]
769	2	2	[-5.8  -4.99 -4.34 -4.85]
770	1	1	[-1.235 -1.024 -1.294 -1.344]
771	0	2	[-1.737 -2.215 -1.397 -2.525]
772	3	3	[-2.078  -3.504  -1.934  -0.2499]
773	0	0	[-1.743 -5.566 -6.64  -6.562]
774	1	1	[ 0.2612  2.158  -1.459   1.245 ]
775	0	2	[-0.1564 -1.524   0.4958 -1.733 ]
776	2	0	[ 1.351  -2.934   0.2256 -4.285 ]
777	1	2	[-4.285  1.258  1.351 -2.934]
778	1	1	[-5.293 -4.348 -5.38  -5.344]
779	1	1	[-2.762   0.2405 -2.934  -3.72  ]
780	2	2	[-2.076 -3.629 -1.941 -3.45 ]
781	1	1	[-0.849   2.12   -0.8975 -0.8774]
782	2	2	[-2.646  -0.2886  1.549  -3.21  ]
783	3	1	[-4.21  -1.587 -2.951 -2.07 ]
784	3	1	[-4.21  -1.587 -2.951 -1.643]
785	1	1	[-1.353    1.588    0.05447  0.083  ]
786	2	1	[-3.086 -2.1   -4.266 -4.652]
787	0	1	[-1.872 -1.13  -1.946 -1.584]
788	1	1	[ 0.3523  0.7495 -1.814  -1.946 ]
789	0	2	[-2.072  -1.946   0.3523 -1.814 ]
790	1	1	[-0.3628   0.04663 -3.078   -1.617  ]
791	0	3	[-3.822 -5.066 -5.53  -2.545]
792	0	2	[ 3.043 -3.018  3.107  1.766]
793	0	1	[-0.3503  0.2712 -1.98   -1.009 ]
794	1	0	[ 1.436   0.213  -0.8916 -0.3945]
795	3	3	[ 1.436  -0.3945 -0.8916  1.53  ]
796	2	1	[-1.98    0.2712  0.1918 -1.009 ]
797	1	1	[ 1.41   3.127 -0.908  1.259]
798	1	1	[-3.414  1.198 -3.156 -3.658]
799	2	2	[-2.932 -2.637 -0.529 -1.083]
800	3	2	[1.756 1.68  2.244 2.172]
801	3	3	[ 0.0796  0.1829 -0.323   0.5522]
802	1	1	[-2.236   1.921  -3.723  -0.7544]
803	1	2	[ 0.1447 -1.126   0.2198 -0.2039]
804	2	0	[-2.74  -3.152 -3.328 -4.707]
805	2	0	[-2.74  -3.152 -4.707 -4.223]
806	3	1	[-4.285 -2.8   -4.37  -3.4  ]
807	2	2	[-2.879 -3.084 -1.328 -3.947]
808	3	0	[-2.896 -3.863 -4.25  -3.965]
809	3	2	[-2.562 -3.303 -1.878 -4.   ]
810	3	3	[-1.149 -0.471 -0.112  1.085]
811	1	1	[-1.149  2.018 -0.471 -0.112]
812	0	0	[ 1.021  -0.1702 -0.708  -0.0707]
813	1	2	[-0.0707   -0.708    -0.003155 -0.1702  ]
814	2	0	[ 1.717  0.573  1.324 -1.246]
815	3	3	[ 1.596  -2.03   -0.5635  2.365 ]
816	1	1	[-5.555 -4.836 -6.13  -6.02 ]
817	3	2	[-1.303  -0.6396 -0.3936 -0.9688]
818	3	3	[-4.742   -3.945   -3.68     0.04437]
819	3	3	[-6.12  -4.848 -6.11   1.321]
820	2	3	[-1.692  -3.291  -1.585  -0.4792]
821	3	3	[-2.27  -2.936 -2.363 -2.057]
822	0	0	[3.805  0.8135 3.514  2.207 ]
823	0	2	[-4.168 -3.186 -3.012 -4.324]
824	2	2	[-1.41  -2.123  3.602 -1.105]
825	3	2	[-3.992 -2.312 -1.489 -1.903]
826	1	3	[-3.975 -1.761 -3.047 -0.646]
827	3	0	[-1.6875 -3.354  -2.293  -2.16  ]
828	3	2	[-1.972  -2.293  -1.6875 -1.979 ]
829	0	0	[-1.2295 -4.176  -3.615  -4.457 ]
830	1	1	[-4.176 -2.842 -4.457 -3.615]
831	2	2	[-4.09  -3.963  1.156 -2.855]
832	1	1	[-2.855   0.0474 -3.963  -4.09  ]
833	0	0	[-3.53  -4.496 -4.598 -4.008]
834	2	2	[-4.008 -4.598 -3.86  -4.496]
835	3	0	[-4.76  -5.254 -5.17  -5.152]
836	1	1	[-5.254 -4.137 -5.17  -4.76 ]
837	2	1	[-0.9834 -0.72   -0.98   -0.765 ]
838	2	3	[-2.807 -3.47  -4.516  1.169]
839	2	0	[-1.075 -1.225 -1.375 -1.562]
840	1	2	[-3.795  -0.7124 -0.2413 -3.695 ]
841	3	3	[-2.031  -2.666  -3.318  -0.2686]
842	2	2	[-2.064  -2.826  -0.7646 -1.052 ]
843	3	3	[-1.723 -2.605 -3.076  1.862]
844	1	1	[-0.548   0.58   -0.2461 -1.759 ]
845	3	3	[-0.701 -1.404 -0.699  0.967]
846	3	3	[ 0.02188 -0.8022  -2.3      0.08234]
847	1	1	[-3.738 -1.008 -3.135 -4.12 ]
848	3	3	[-1.891   -0.02383  0.521    1.025  ]
849	3	0	[ 0.4487 -4.18   -1.568   0.1625]
850	3	3	[-2.201 -5.027 -4.13   1.237]
851	2	2	[-4.832 -4.45  -2.79  -3.309]
852	2	2	[-1.092 -1.608 -0.993 -2.111]
853	2	2	[ 0.387  -0.1544  2.47   -0.555 ]
854	1	1	[-3.85  -2.639 -2.834 -4.15 ]
855	2	2	[2.025  0.8037 2.484  2.375 ]
856	2	2	[-4.12   -4.914  -0.1398 -5.57  ]
857	0	0	[-0.485 -3.3   -2.604 -5.22 ]
858	1	1	[-3.34   0.938  0.369 -2.443]
859	0	0	[-0.4883 -4.426  -4.93   -3.322 ]
860	0	0	[-1.3   -3.693 -3.256 -2.184]
861	2	2	[-1.137 -1.147  1.259 -0.6  ]
862	3	3	[-3.223 -2.81  -3.217  2.51 ]
863	3	3	[ 1.126 -2.17  -2.584  1.52 ]
864	2	2	[ 3.318 -0.217  3.36   0.585]
865	2	2	[-6.625 -5.89  -4.957 -6.95 ]
866	2	2	[-4.004 -3.348 -2.174 -2.955]
867	3	3	[-4.684 -5.785 -5.832 -4.164]
868	1	1	[-4.25  -2.654 -4.19  -5.164]
869	0	0	[ 1.391  -2.521  -0.8384 -1.333 ]
870	2	3	[-0.781  1.005  1.419  1.971]
871	1	1	[-3.54  -3.426 -4.21  -3.906]
872	3	3	[-6.277  -5.387  -5.38    0.4443]
873	1	0	[ 1.858 -1.793 -2.338 -0.89 ]
874	3	0	[ 1.858 -0.89  -2.338  1.273]
875	2	1	[ 0.334    0.3562  -0.05667 -1.372  ]
876	1	1	[-2.498  2.457  1.633 -2.018]
877	1	1	[-2.078    0.6885   0.04358 -2.342  ]
878	1	1	[-5.2     -0.09644 -3.82    -4.14   ]
879	1	0	[-2.803 -3.572 -4.277 -4.492]
880	2	3	[-3.258 -2.414 -3.252 -2.004]
881	1	0	[ 0.534  -0.5977 -1.398   0.1372]
882	2	2	[-4.95   -4.17   -0.0907 -3.361 ]
883	2	2	[-3.305   -2.867   -0.01324 -3.71   ]
884	3	3	[-3.71   -2.867  -3.305  -0.6763]
885	1	1	[-6.63   -0.9795 -6.836  -6.805 ]
886	1	1	[-1.899  -0.3904 -3.127  -1.725 ]
887	2	2	[-4.184 -1.884 -1.79  -3.055]
888	0	0	[5.305 2.031 1.254 3.34 ]
889	0	0	[4.52   3.248  0.9487 2.48  ]
890	0	0	[4.94   2.48   0.9487 3.248 ]
891	1	0	[ 1.929   1.697   0.1043 -1.081 ]
892	3	0	[-0.5376 -1.358  -3.865  -0.6475]
893	2	0	[-0.08514 -0.7627  -0.39    -1.312  ]
894	1	2	[-3.9   -2.576 -2.305 -3.674]
895	3	3	[-2.121 -0.907 -3.594  1.09 ]
896	3	0	[ 2.992  2.295 -1.258 -0.507]
897	0	3	[-1.599  -3.705  -3.414  -0.4744]
898	2	3	[-3.621 -1.905 -2.18  -1.345]
899	0	3	[-1.657 -3.621 -1.905 -1.345]
900	3	1	[-0.748  1.979  1.199  1.752]
901	1	1	[1.103 3.08  2.904 2.957]
902	2	3	[-1.935  -2.053  -0.3215 -0.0665]
903	3	3	[-1.449  -2.258  -3.047  -0.9863]
904	3	3	[-4.4  -5.05 -4.77 -3.7 ]
905	0	0	[-0.467 -1.257 -1.851 -1.583]
906	2	2	[-0.4502 -1.345   0.3098 -2.15  ]
907	2	2	[-2.635  -0.5913  0.7773 -3.607 ]
908	2	2	[-2.176 -3.451 -1.148 -4.016]
909	1	3	[-1.689   0.1915  0.3123  0.7456]
910	3	3	[-5.37   -4.5    -4.348  -0.5254]
911	0	0	[-1.175 -4.535 -5.19  -3.684]
912	3	3	[-5.19  -3.684 -4.535 -2.219]
913	0	0	[ 1.155  -2.457  -1.066  -0.8643]
914	1	2	[-2.941 -1.986 -1.379 -1.832]
915	1	2	[-1.832 -1.464 -1.379 -2.941]
916	3	3	[-4.863  -1.915  -2.672  -0.1445]
917	3	3	[-2.463 -2.414 -0.447  1.655]
918	3	1	[-4.863   0.8022 -4.46   -3.98  ]
919	2	2	[-2.195 -3.303 -1.107 -3.146]
920	2	2	[-2.693 -3.232 -2.234 -2.557]
921	0	0	[ 0.344 -1.936 -2.477 -3.191]
922	2	3	[-2.924 -2.57  -1.802 -1.701]
923	3	3	[ 0.0658 -1.685  -1.037   0.696 ]
924	0	0	[ 2.736 -1.332 -2.82   0.409]
925	2	2	[ 0.409 -1.332  2.453 -2.82 ]
926	0	1	[-5.47  -4.99  -5.688 -5.99 ]
927	1	1	[-6.098 -1.634 -6.    -4.082]
928	2	0	[-3.285 -3.771 -5.332 -3.422]
929	3	3	[-3.822 -3.564 -2.62  -1.511]
930	3	3	[-4.65  -4.395 -4.74   1.705]
931	3	3	[-4.793 -4.7   -4.63  -2.768]
932	0	0	[-5.3   -5.918 -6.414 -5.863]
933	1	1	[-5.844 -4.54  -5.586 -5.88 ]
934	0	0	[-0.4553 -2.242  -4.664  -3.918 ]
935	0	0	[ 1.365 -1.056 -2.748 -3.156]
936	2	1	[-1.08   -0.2566 -0.4758 -1.57  ]
937	1	1	[-0.881   2.832  -0.0585 -1.879 ]
938	1	0	[-1.205 -1.241 -3.326 -2.41 ]
939	1	1	[-4.816 -4.242 -5.277 -4.32 ]
940	3	3	[ 0.2394  2.291  -1.317   2.85  ]
941	1	1	[-3.613 -2.79  -3.643 -4.72 ]
942	3	3	[-0.5303  1.32   -2.43    2.05  ]
943	3	3	[-5.367  -4.527  -4.973   0.1487]
944	0	0	[ 0.8643 -4.11   -3.277  -2.418 ]
945	1	1	[-3.451  -0.2471 -4.25   -5.05  ]
946	0	0	[-4.047 -5.69  -5.504 -4.574]
947	2	2	[-5.504 -4.574 -3.955 -5.69 ]
948	0	1	[-5.637 -4.28  -5.46  -4.293]
949	0	3	[-5.46  -4.28  -4.293 -4.02 ]
950	1	1	[-4.516 -2.725 -4.918 -4.625]
951	3	3	[-2.973 -1.231 -2.457  1.87 ]
952	0	0	[ 2.361  0.602  1.949 -3.045]
953	0	0	[-1.288 -4.96  -4.79  -4.746]
954	1	3	[-3.3    -1.997  -3.46   -0.6997]
955	0	0	[-1.835 -3.865 -3.975 -2.316]
956	1	1	[-2.502   0.3962 -2.63   -3.672 ]
957	3	3	[-3.38   -0.1908 -3.355   2.7   ]
958	2	2	[-3.355  -0.1908  2.627  -3.38  ]
959	0	2	[-4.195 -4.33  -1.427 -4.594]
